CN-kod,Beskrivning_final,Tullsats
73066910,"Rör, svetsade, av rostfritt stål (exkl. rör med runt inre och yttre tvärsnitt, med en ytterdiameter av > 406,4 mm, rör av sådana slag som används till olje- eller gasledningar ""pipelines"" eller vid borrning av olja eller gas samt rör med kvadratiskt eller rektangulärt tvärsnitt)",25%
73066990,"Rör, svetsade, av järn eller stål (exkl. av rostfritt stål, rör med runt inre och yttre tvärsnitt, med en ytterdiameter av > 406,4 mm, rör av sådana slag som används till olje- eller gasledningar ""pipelines"" eller vid borrning av olja eller gas samt rör med kvadratiskt eller rektangulärt tvärsnitt)",25%
73069000,"Rör och ihåliga profiler, av järn eller stål, t.ex. hopböjda utan fogning, svetsade eller nitade (exkl. sömlösa rör samt rör med runt inre och yttre tvärsnitt och med en ytterdiameter av > 406,4 mm)",25%
73072100,Flänsar av rostfritt stål (exkl. gjutna),25%
73072210,"Muffar, gängade, av rostfritt stål (exkl. gjutna)",25%
73072310,"Knärör och böjar av rostfritt stål, stumsvetsrördelar (exkl. gjutna)",25%
73072390,Stumsvetsrördelar av rostfritt stål (exkl. gjutna samt knärör och böjar),25%
73072910,"Rördelar, gängade, av rostfritt stål (exkl. gjutna samt flänsar, knärör, böjar och muffar)",25%
73072980,"Rördelar, av rostfritt stål (exkl. gjutna, gängade, stumsvetsrördelar och flänsar)",25%
73079100,Flänsar av järn eller stål (exkl. gjutna eller av rostfritt stål),25%
73079210,"Muffar, gängade, av järn eller stål (exkl. gjutna eller av rostfritt stål)",25%
73079290,"Knärör och böjar, gängade, av järn eller stål (exkl. gjutna eller av rostfritt stål)",25%
73079311,"Knärör och böjar av järn eller stål, stumsvetsrördelar, med en ytterdiameter av <= 609,6 mm (exkl. gjutna eller av rostfritt stål)",25%
73079319,"Stumsvetsrördelar av järn eller stål, med en ytterdiameter av <= 609,6 mm (exkl. gjutna eller av rostfritt stål samt knärör, böjar och flänsar)",25%
73079391,"Knärör och böjar av järn eller stål, stumsvetsrördelar, med en ytterdiameter av > 609,6 mm (exkl. gjutna eller av rostfritt stål)",25%
73079399,"Stumsvetsrördelar av järn eller stål, med en ytterdiameter av > 609,6 mm (exkl. gjutna eller av rostfritt stål samt knärör, böjar och flänsar)",25%
73079910,"Rördelar, gängade, av järn eller stål (exkl. gjutna eller av rostfritt stål samt flänsar, knärör, böjar och muffar)",25%
73079980,"Rördelar, av järn eller stål (exkl. gjutna, av rostfritt stål, gängade, stumsvetsrördelar och flänsar)",25%
73081000,"Broar och brosektioner, av järn eller stål",25%
73082000,"Torn och fackverksmaster, av järn eller stål",25%
73090030,"Cisterner, tankar, kar o.d. behållare, av järn eller stål, för vätskor, med inre beklädnad eller värmeisolerade, med en rymd av > 300 l (exkl. försedda med maskinell utrustning eller utrustning för uppvärmning eller avkylning samt behållare som är speciellt konstruerade och utrustade för befordran med ett eller flera transportmedel)",25%
73090090,"Cisterner, tankar, kar o.d. behållare, av järn eller stål, för fasta ämnen, med en rymd av > 300 l (exkl. med inre beklädnad eller värmeisolerade, försedda med maskinell utrustning eller utrustning för uppvärmning eller avkylning samt behållare som är speciellt konstruerade och utrustade för befordran med ett eller flera transportmedel)",25%
76101000,"Dörrar, fönster, dörr- och fönsterkarmar samt dörrtrösklar, av aluminium (exkl. beslag)",25%
76109010,"Broar och brosektioner, torn och fackverksmaster, av aluminium",25%
76109090,"Konstruktioner och delar till konstruktioner, av aluminium, i.a.n., samt plåt, stång, profiler, rör o.d. av aluminium, bearbetade för användning i konstruktioner (exkl. monterade eller monteringsfärdiga byggnader, dörrar, fönster, dörr- och fönsterkarmar samt dörrtrösklar, broar och brosektioner, torn och fackverksmaster)",25%
76151010,"Bordsartiklar, köksartiklar och andra hushållsartiklar samt delar till sådana artiklar, av aluminium, gjutna (exkl. fat, burkar, flaskor, askar och liknande behållare enligt nr 7612, artiklar med karaktär av verktyg, skedar, gafflar, potatisskalare och andra varor enligt nr 8211-8215, dekorationsföremål, kranar och ventilier samt sanitetsartiklar)",25%
76151030,"Bordsartiklar, köksartiklar och andra hushållsartiklar samt delar till sådana artiklar av aluminium, tillverkade av folier med en tjocklek<= 0,2 mm (exkl. gjutna samt diskbollar, putsvantar o.d., dunkar, askar o.d. behållare enligt nr 7612)",25%
76151080,"Bordsartiklar, köksartiklar och andra hushållsartiklar samt delar till sådana artiklar och diskbollar, putsvantar o.d. varor, av aluminium (exkl. gjutna samt diskbollar, putsvantar o.d., dunkar, askar o.d. behållare enligt nr 7612, artiklar tillverkade av folier med en tjocklek<= 0,2 mm, artiklar med karaktär av verktyg, knivar, skedar och andra varor enligt nr 8211-8215, dekorationsföremål, kranar och ventiler samt sanitetsartiklar)",25%
76152000,"Sanitetsgods och delar till sanitetsgods, av aluminium (exkl. burkar, flaskor, askar och liknande behållare enligt nr 7612 samt kranar och ventiler)",25%
76161000,"Spik, stift, märlor, skruvar, bultar, muttrar, skruvkrokar, nitar, kilar, sprintar, saxsprintar, underläggsbrickor och liknande artiklar, av aluminium (exkl. häftklammer i stapel samt proppar, spunse o.d., gängade)",25%
76169910,"Varor av aluminium, gjutna, i.a.n.",25%
76169990,"Varor av aluminium, i.a.n.",25%
82111000,Satser med olika artiklar enligt nr 8211; satser av olika artiklar där knivarna enligt nr 8211 överväger i antal i förhållande till de övriga varorna,25%
82119100,"Bordsknivar med fast blad, av oädel metall (exkl. smörknivar och fiskeknivar)",25%
82119200,"Knivar med fast blad av oädel metall (exkl. bordsknivar, rakknivar; skäror och röjknivar enligt nr 8201, knivar med skärstål enligt 8208, skär- och klippverktyg enligt nr 8214, fickknivar och smörknivar enligt nr 8215)",25%
82119300,"Knivar av oädel metall (exkl. med fast blad samt bordsknivar, rakknivar; skäror och röjknivar enligt nr 8201, knivar med skärstål enligt 8208, skär- och klippverktyg enligt nr 8214, fickknivar och smörknivar enligt nr 8215)",25%
82119400,"Knivblad av oädel metall, till bordsknivar, fickknivar och andra knivar enligt nr 8211",25%
82119500,"Skaft av oädel metall, till bordsknivar, fickknivar och andra knivar enligt nr 8211",25%
82141000,"Pappersknivar, brevöppnare, raderknivar, pennvässare samt blad till sådana artiklar, av oädel metall",25%
82152010,"Satser bestående av skedar, gafflar, tårtspadar, smörknivar och liknande köks- och bordsartiklar, av rostfritt stål (exkl. förgyllda, försilvrade eller platinerade artiklar)",25%
82152090,"Satser bestående av skedar, gafflar, tårtspadar, smörknivar och liknande köks- och bordsartiklar (exkl. av rostfritt stål samt förgyllda, försilvrade eller platinerade artiklar)",25%
82159100,"Skedar, gafflar, tårtspadar, smörknivar och liknande köks- och bordsartiklar, av oädel metall, förgyllda, försilvrade eller platinerade (exkl. satser med skedar, gafflar, tårtspadar, smörknivar och liknande köks- och bordsartiklar)",25%
82159910,"Skedar, gafflar, tårtspadar, smörknivar och liknande köks- och bordsartiklar, av rostfritt stål (exkl. förgyllda, försilvrade eller platinerade artiklar, samt satser med skedar, gafflar, tårtspadar, smörknivar och liknande köks- och bordsartiklar)",25%
82159990,"Skedar, gafflar, tårtspadar, smörknivar och liknande köks- och bordsartiklar, av andra oädla metaller än rostfritt stål (exkl. förgyllda, försilvrade eller platinerade artiklar, samt satser med skedar, gafflar, tårtspadar, smörknivar och liknande köks- och bordsartiklar)",25%
83021000,Gångjärn av oädel metall,25%
83022000,"Länkrullar med hjulhållare, av oädel metall",25%
83023000,"Beslag och liknande artiklar lämpliga för motorfordon, av oädel metall (exkl. lås och gångjärn)",25%
83024110,"Beslag och liknande artiklar lämpliga för dörrar, av oädel metall (exkl. lås och gångjärn)",25%
83024150,"Beslag och liknande artiklar lämpliga för fönster, även franska, av oädel metall (exkl. lås och gångjärn)",25%
83024190,"Beslag och liknande artiklar lämpliga för byggnader, av oädel metall (exkl. för dörrar, fönster även franska samt lås och gångjärn)",25%
83024200,"Beslag och liknande artiklar lämpliga för möbler, av oädel metall (exkl. lås, gångjärn och länkrullar)",25%
83024900,"Beslag och liknande artiklar, av oädel metall (exkl. lås, knäppen och byglar med knäppe, försedda med lås, gångjärn, länkrullar, o.d. artiklar lämpliga för motorfordon, byggnader eller möbler)",25%
83026000,"Dörrstängare, automatiska, av oädel metall",25%
83051000,"Mekanismer och beslag till samlingspärmar eller brevordnare, av oädel metall",25%
83063000,"Fotografiramar, tavelramar och liknande ramar, av oädel metall; speglar av oädel metall (exkl. optiska artiklar)",25%
01051111,"Kycklingar av honkön för avel och fortplantning, värphöns av arten ""Gallus domesticus"", med en vikt av <= 185 g",25%
01051119,"Kycklingar av honkön för avel och fortplantning, värphön av arten ""Gallus domesticus"", med en vikt av <= 185 g (exkl. värphöns)",25%
01051191,"Höns av arten ""Gallus domesticus"", med en vikt av <= 185 g (exkl. avel och fortplantning av kycklingar)",25%
01051199,"Höns av arten ""Gallus domesticus"", levande, med en vikt av <= 185 g (exkl. kycklingar av honkön för avel och fortplantning)",25%
01059910,"Tama ankor med en vikt av > 185 g, levande",25%
01059920,"Tama gäss, levande, med en vikt av >185 g",25%
01059930,"Tama kalkoner, levande, med en vikt av > 185 g",25%
01059950,"Tama pärlhöns, levande, med en vikt av > 185 g",25%
02011000,"Hela och halva slaktkroppar av nötkreatur eller andra oxdjur, färskt eller kylt",25%
02012020,"Kvartsparter av nötkreatur eller andra oxdjur med ben, kompenserade, färskt eller kylt",25%
02012030,"Framkvartsparter av nötkreatur eller andra oxdjur med ben, sammanhängande eller avskilda, färskt eller kylt",25%
02012050,"Bakkvartsparter av nötkreatur eller andra oxdjur med ben, sammanhängande eller avskilda, färskt eller kylt",25%
02012090,"Styckat kött av nötkreatur eller andra oxdjur, färskt eller kylt (exkl. hela och halva slaktkroppar, kompenserade kvartsparter, fram- och bakkvartsparter)",25%
02013000,"Kött av nötkreatur eller andra oxdjur, benfritt, färskt eller kylt",25%
02071110,"Höns av arten ""Gallus domesticus"", ostyckade, plockade och utan tarmar, med huvud och fötter, så kallade 83%-kycklingar, färska eller kylda (exkl. pärlhöns)",25%
02071130,"Höns av arten ""Gallus domesticus"", ostyckade, plockade och urtagna, utan huvud och fötter, men med hals, hjärta, lever och krås, så kallade 70%-kycklingar, färska eller kylda (exkl. pärlhöns)",25%
02071190,"Höns av arten ""Gallus domesticus"", ostyckade, plockade och urtagna, utan huvud och fötter och utan hals, hjärta, lever och krås, så kallade 65%-kycklingar, eller i annan form, färska eller kylda (exkl. pärlhöns)",25%
02071210,"Höns av arten ""Gallus domesticus"", ostyckade, plockade och urtagna, utan huvud och fötter, men med hals, hjärta, lever och krås, så kallade 70%-kycklingar, frysta (exkl. pärlhöns)",25%
02071290,"Höns av arten ""Gallus domesticus"", ostyckade, plockade och urtagna, utan huvud och fötter och utan hals, hjärta, lever och krås, så kallade 65%-kycklingar, eller i annan form, frysta (exkl. pärlhöns)",25%
02071310,"Styckningsdelar av höns av arten ""Gallus domesticus"", benfria, färska eller kylda (exkl. av pärlhöns)",25%
02071320,"Halvor och kvarter av höns av arten ""Gallus domesticus"", med ben, färska eller kylda (exkl. av pärlhöns)",25%
02071330,"Vingar, med eller utan vingspetsar av höns av arten ""Gallus domesticus"", med ben, hela färska eller kylda (exkl. av pärlhöns)",25%
02071340,"Ryggben, hals, ryggben med hals, gump och vingspetsar av höns av arten ""Gallus domesticus"", med ben, färska eller kylda (exkl. av pärlhöns)",25%
02071350,"Bröst och delar därav av höns av arten ""Gallus domesticus"", med ben, färska eller kylda (exkl. av pärlhöns)",25%
02071360,"Klubbor och delar därav av höns av arten ""Gallus domesticus"", med ben, färska eller kylda (exkl. av pärlhöns)",25%
02071370,"Styckningsdelar av höns av arten ""Gallus domesticus"", med ben, färska eller kylda (exkl. av pärlhöns samt halvor, kvarter, hela vingar, ryggben, hals, ryggben med hals, gump, vingspetsar samt bröst, klubbor och delar därav)",25%
02071391,"Lever av höns av arten ""Gallus domesticus"", ätbar, färska eller kylda (exkl. av pärlhöns)",25%
02071399,"Slaktbiprodukter av höns av arten ""Gallus domesticus"", färska eller kylda (exkl. av pärlhöns samt fjäderfälever)",25%
02071410,"Styckningsdelar av höns av arten ""Gallus domesticus"", benfria, frysta (exkl. av pärlhöns)",25%
02071420,"Halvor och kvarter av höns av arten ""Gallus domesticus"", med ben, frysta (exkl. av pärlhöns)",25%
02071430,"Hela vingar, med eller utan vingspetsar av höns av arten ""Gallus domesticus"", med ben, frysta (exkl. av pärlhöns)",25%
02071440,"Ryggben, hals, ryggben med hals, gump och vingspetsar av höns av arten ""Gallus domesticus"", med ben, frysta (exkl. av pärlhöns)",25%
02071450,"Bröst och delar därav av höns av arten ""Gallus domesticus"", med ben, frysta (exkl. av pärlhöns)",25%
02071460,"Klubbor och delar därav av höns av arten ""Gallus domesticus"", med ben, frysta (exkl. av pärlhöns)",25%
02071470,"Styckningsdelar av höns av arten ""Gallus domesticus"", med ben, frysta (exkl. av pärlhöns samt halvor, kvarter, hela vingar, ryggben, hals, ryggben med hals, gump, vingspetsar samt bröst, klubbor och delar därav)",25%
02071491,"Lever av höns av arten ""Gallus domesticus"", frysta (exkl. av pärlhöns)",25%
02071499,"Slaktbiprodukter av höns av arten ""Gallus domesticus"", frysta (exkl. av pärlhöns samt lever)",25%
