"Uudenmaan väestö äidinkielen, sukupuolen ja iän mukaan 31.12."

"Uppgifter","Språk","Kön","Ålder","2023"
"Kerava","Suomi ja saame","Män","30-39-vuotiaat",2197
"Kerava","Suomi ja saame","Män","40-49-vuotiaat",2067
"Kerava","Suomi ja saame","Män","50-64-vuotiaat",3001
"Kerava","Suomi ja saame","Män","65-74-vuotiaat",1695
"Kerava","Suomi ja saame","Män","75-84-vuotiaat",1199
"Kerava","Suomi ja saame","Män","Yli 65-vuotiaat",3132
"Kerava","Suomi ja saame","Män","Yli 75-vuotiaat",1437
"Kerava","Suomi ja saame","Män","Yli 85-vuotiaat",238
"Kerava","Suomi ja saame","Kvinnor","Väestö yhteensä",16161
"Kerava","Suomi ja saame","Kvinnor","0-6-vuotiaat",928
"Kerava","Suomi ja saame","Kvinnor","7-12-vuotiaat",974
"Kerava","Suomi ja saame","Kvinnor","13-15-vuotiaat",577
"Kerava","Suomi ja saame","Kvinnor","16-18-vuotiaat",524
"Kerava","Suomi ja saame","Kvinnor","19-vuotiaat",172
"Kerava","Suomi ja saame","Kvinnor","20-29-vuotiaat",1540
"Kerava","Suomi ja saame","Kvinnor","30-39-vuotiaat",1995
"Kerava","Suomi ja saame","Kvinnor","40-49-vuotiaat",1988
"Kerava","Suomi ja saame","Kvinnor","50-64-vuotiaat",3070
"Kerava","Suomi ja saame","Kvinnor","65-74-vuotiaat",2264
"Kerava","Suomi ja saame","Kvinnor","75-84-vuotiaat",1625
"Kerava","Suomi ja saame","Kvinnor","Yli 65-vuotiaat",4393
"Kerava","Suomi ja saame","Kvinnor","Yli 75-vuotiaat",2129
"Kerava","Suomi ja saame","Kvinnor","Yli 85-vuotiaat",504
"Kerava","Ruotsi","Totalt","Väestö yhteensä",454
"Kerava","Ruotsi","Totalt","0-6-vuotiaat",38
"Kerava","Ruotsi","Totalt","7-12-vuotiaat",43
"Kerava","Ruotsi","Totalt","13-15-vuotiaat",20
"Kerava","Ruotsi","Totalt","16-18-vuotiaat",14
"Kerava","Ruotsi","Totalt","19-vuotiaat",4
"Kerava","Ruotsi","Totalt","20-29-vuotiaat",50
"Kerava","Ruotsi","Totalt","30-39-vuotiaat",53
"Kerava","Ruotsi","Totalt","40-49-vuotiaat",52
"Kerava","Ruotsi","Totalt","50-64-vuotiaat",69
"Kerava","Ruotsi","Totalt","65-74-vuotiaat",53
"Kerava","Ruotsi","Totalt","75-84-vuotiaat",46
"Kerava","Ruotsi","Totalt","Yli 65-vuotiaat",111
"Kerava","Ruotsi","Totalt","Yli 75-vuotiaat",58
"Kerava","Ruotsi","Totalt","Yli 85-vuotiaat",12
"Kerava","Ruotsi","Män","Väestö yhteensä",225
"Kerava","Ruotsi","Män","0-6-vuotiaat",23
"Kerava","Ruotsi","Män","7-12-vuotiaat",26
"Kerava","Ruotsi","Män","13-15-vuotiaat",9
"Kerava","Ruotsi","Män","16-18-vuotiaat",5
"Kerava","Ruotsi","Män","19-vuotiaat",2
"Kerava","Ruotsi","Män","20-29-vuotiaat",22
"Kerava","Ruotsi","Män","30-39-vuotiaat",22
"Kerava","Ruotsi","Män","40-49-vuotiaat",26
"Kerava","Ruotsi","Män","50-64-vuotiaat",38
"Kerava","Ruotsi","Män","65-74-vuotiaat",23
"Kerava","Ruotsi","Män","75-84-vuotiaat",24
"Kerava","Ruotsi","Män","Yli 65-vuotiaat",52
"Kerava","Ruotsi","Män","Yli 75-vuotiaat",29
"Kerava","Ruotsi","Män","Yli 85-vuotiaat",5
"Kerava","Ruotsi","Kvinnor","Väestö yhteensä",229
"Kerava","Ruotsi","Kvinnor","0-6-vuotiaat",15
"Kerava","Ruotsi","Kvinnor","7-12-vuotiaat",17
"Kerava","Ruotsi","Kvinnor","13-15-vuotiaat",11
"Kerava","Ruotsi","Kvinnor","16-18-vuotiaat",9
"Kerava","Ruotsi","Kvinnor","19-vuotiaat",2
"Kerava","Ruotsi","Kvinnor","20-29-vuotiaat",28
"Kerava","Ruotsi","Kvinnor","30-39-vuotiaat",31
"Kerava","Ruotsi","Kvinnor","40-49-vuotiaat",26
"Kerava","Ruotsi","Kvinnor","50-64-vuotiaat",31
"Kerava","Ruotsi","Kvinnor","65-74-vuotiaat",30
"Kerava","Ruotsi","Kvinnor","75-84-vuotiaat",22
"Kerava","Ruotsi","Kvinnor","Yli 65-vuotiaat",59
"Kerava","Ruotsi","Kvinnor","Yli 75-vuotiaat",29
"Kerava","Ruotsi","Kvinnor","Yli 85-vuotiaat",7
"Kerava","FRÄMMANDE SPRÅK TOTALT","Totalt","Väestö yhteensä",6191
"Kerava","FRÄMMANDE SPRÅK TOTALT","Totalt","0-6-vuotiaat",654
"Kerava","FRÄMMANDE SPRÅK TOTALT","Totalt","7-12-vuotiaat",518
"Kerava","FRÄMMANDE SPRÅK TOTALT","Totalt","13-15-vuotiaat",223
"Kerava","FRÄMMANDE SPRÅK TOTALT","Totalt","16-18-vuotiaat",243
"Kerava","FRÄMMANDE SPRÅK TOTALT","Totalt","19-vuotiaat",79
"Kerava","FRÄMMANDE SPRÅK TOTALT","Totalt","20-29-vuotiaat",863
"Kerava","FRÄMMANDE SPRÅK TOTALT","Totalt","30-39-vuotiaat",1443
"Kerava","FRÄMMANDE SPRÅK TOTALT","Totalt","40-49-vuotiaat",1081
"Kerava","FRÄMMANDE SPRÅK TOTALT","Totalt","50-64-vuotiaat",843
"Kerava","FRÄMMANDE SPRÅK TOTALT","Totalt","65-74-vuotiaat",188
"Kerava","FRÄMMANDE SPRÅK TOTALT","Totalt","75-84-vuotiaat",46
"Kerava","FRÄMMANDE SPRÅK TOTALT","Totalt","Yli 65-vuotiaat",244
"Kerava","FRÄMMANDE SPRÅK TOTALT","Totalt","Yli 75-vuotiaat",56
"Kerava","FRÄMMANDE SPRÅK TOTALT","Totalt","Yli 85-vuotiaat",10
"Kerava","FRÄMMANDE SPRÅK TOTALT","Män","Väestö yhteensä",3269
"Kerava","FRÄMMANDE SPRÅK TOTALT","Män","0-6-vuotiaat",336
"Kerava","FRÄMMANDE SPRÅK TOTALT","Män","7-12-vuotiaat",274
"Kerava","FRÄMMANDE SPRÅK TOTALT","Män","13-15-vuotiaat",106
"Kerava","FRÄMMANDE SPRÅK TOTALT","Män","16-18-vuotiaat",134
"Kerava","FRÄMMANDE SPRÅK TOTALT","Män","19-vuotiaat",36
"Kerava","FRÄMMANDE SPRÅK TOTALT","Män","20-29-vuotiaat",445
"Kerava","FRÄMMANDE SPRÅK TOTALT","Män","30-39-vuotiaat",793
"Kerava","FRÄMMANDE SPRÅK TOTALT","Män","40-49-vuotiaat",623
"Kerava","FRÄMMANDE SPRÅK TOTALT","Män","50-64-vuotiaat",416
"Kerava","FRÄMMANDE SPRÅK TOTALT","Män","65-74-vuotiaat",85
"Kerava","FRÄMMANDE SPRÅK TOTALT","Män","75-84-vuotiaat",18
"Kerava","FRÄMMANDE SPRÅK TOTALT","Män","Yli 65-vuotiaat",106
"Kerava","FRÄMMANDE SPRÅK TOTALT","Män","Yli 75-vuotiaat",21
"Kerava","FRÄMMANDE SPRÅK TOTALT","Män","Yli 85-vuotiaat",3
"Kerava","FRÄMMANDE SPRÅK TOTALT","Kvinnor","Väestö yhteensä",2922
"Kerava","FRÄMMANDE SPRÅK TOTALT","Kvinnor","0-6-vuotiaat",318
"Kerava","FRÄMMANDE SPRÅK TOTALT","Kvinnor","7-12-vuotiaat",244
"Kerava","FRÄMMANDE SPRÅK TOTALT","Kvinnor","13-15-vuotiaat",117
"Kerava","FRÄMMANDE SPRÅK TOTALT","Kvinnor","16-18-vuotiaat",109
"Kerava","FRÄMMANDE SPRÅK TOTALT","Kvinnor","19-vuotiaat",43
"Kerava","FRÄMMANDE SPRÅK TOTALT","Kvinnor","20-29-vuotiaat",418
"Kerava","FRÄMMANDE SPRÅK TOTALT","Kvinnor","30-39-vuotiaat",650
"Kerava","FRÄMMANDE SPRÅK TOTALT","Kvinnor","40-49-vuotiaat",458
"Kerava","FRÄMMANDE SPRÅK TOTALT","Kvinnor","50-64-vuotiaat",427
"Kerava","FRÄMMANDE SPRÅK TOTALT","Kvinnor","65-74-vuotiaat",103
"Kerava","FRÄMMANDE SPRÅK TOTALT","Kvinnor","75-84-vuotiaat",28
"Kerava","FRÄMMANDE SPRÅK TOTALT","Kvinnor","Yli 65-vuotiaat",138
"Kerava","FRÄMMANDE SPRÅK TOTALT","Kvinnor","Yli 75-vuotiaat",35
"Kerava","FRÄMMANDE SPRÅK TOTALT","Kvinnor","Yli 85-vuotiaat",7
"Kirkkonummi","Totalt","Totalt","Väestö yhteensä",41154
"Kirkkonummi","Totalt","Totalt","0-6-vuotiaat",2855
"Kirkkonummi","Totalt","Totalt","7-12-vuotiaat",3153
"Kirkkonummi","Totalt","Totalt","13-15-vuotiaat",1781
"Kirkkonummi","Totalt","Totalt","16-18-vuotiaat",1792
"Kirkkonummi","Totalt","Totalt","19-vuotiaat",492
"Kirkkonummi","Totalt","Totalt","20-29-vuotiaat",3436
"Kirkkonummi","Totalt","Totalt","30-39-vuotiaat",5414
"Kirkkonummi","Totalt","Totalt","40-49-vuotiaat",6222
"Kirkkonummi","Totalt","Totalt","50-64-vuotiaat",8621
"Kirkkonummi","Totalt","Totalt","65-74-vuotiaat",4158
"Kirkkonummi","Totalt","Totalt","75-84-vuotiaat",2577
"Kirkkonummi","Totalt","Totalt","Yli 65-vuotiaat",7388
"Kirkkonummi","Totalt","Totalt","Yli 75-vuotiaat",3230
"Kirkkonummi","Totalt","Totalt","Yli 85-vuotiaat",653
"Kirkkonummi","Totalt","Män","Väestö yhteensä",20525
"Kirkkonummi","Totalt","Män","0-6-vuotiaat",1377
"Kirkkonummi","Totalt","Män","7-12-vuotiaat",1642
"Kirkkonummi","Totalt","Män","13-15-vuotiaat",889
"Kirkkonummi","Totalt","Män","16-18-vuotiaat",905
"Kirkkonummi","Totalt","Män","19-vuotiaat",257
"Kirkkonummi","Totalt","Män","20-29-vuotiaat",1896
"Kirkkonummi","Totalt","Män","30-39-vuotiaat",2753
"Kirkkonummi","Totalt","Män","40-49-vuotiaat",3113
"Kirkkonummi","Totalt","Män","50-64-vuotiaat",4328
"Kirkkonummi","Totalt","Män","65-74-vuotiaat",1962
"Kirkkonummi","Totalt","Män","75-84-vuotiaat",1147
"Kirkkonummi","Totalt","Män","Yli 65-vuotiaat",3365
"Kirkkonummi","Totalt","Män","Yli 75-vuotiaat",1403
"Kirkkonummi","Totalt","Män","Yli 85-vuotiaat",256
"Kirkkonummi","Totalt","Kvinnor","Väestö yhteensä",20629
"Kirkkonummi","Totalt","Kvinnor","0-6-vuotiaat",1478
"Kirkkonummi","Totalt","Kvinnor","7-12-vuotiaat",1511
"Kirkkonummi","Totalt","Kvinnor","13-15-vuotiaat",892
"Kirkkonummi","Totalt","Kvinnor","16-18-vuotiaat",887
"Kirkkonummi","Totalt","Kvinnor","19-vuotiaat",235
"Kirkkonummi","Totalt","Kvinnor","20-29-vuotiaat",1540
"Kirkkonummi","Totalt","Kvinnor","30-39-vuotiaat",2661
"Kirkkonummi","Totalt","Kvinnor","40-49-vuotiaat",3109
"Kirkkonummi","Totalt","Kvinnor","50-64-vuotiaat",4293
"Kirkkonummi","Totalt","Kvinnor","65-74-vuotiaat",2196
"Kirkkonummi","Totalt","Kvinnor","75-84-vuotiaat",1430
"Kirkkonummi","Totalt","Kvinnor","Yli 65-vuotiaat",4023
"Kirkkonummi","Totalt","Kvinnor","Yli 75-vuotiaat",1827
"Kirkkonummi","Totalt","Kvinnor","Yli 85-vuotiaat",397
"Kirkkonummi","Suomi ja saame","Totalt","Väestö yhteensä",30144
"Kirkkonummi","Suomi ja saame","Totalt","0-6-vuotiaat",2025
"Kirkkonummi","Suomi ja saame","Totalt","7-12-vuotiaat",2256
"Kirkkonummi","Suomi ja saame","Totalt","13-15-vuotiaat",1338
"Kirkkonummi","Suomi ja saame","Totalt","16-18-vuotiaat",1347
"Kirkkonummi","Suomi ja saame","Totalt","19-vuotiaat",371
"Kirkkonummi","Suomi ja saame","Totalt","20-29-vuotiaat",2441
"Kirkkonummi","Suomi ja saame","Totalt","30-39-vuotiaat",3688
"Kirkkonummi","Suomi ja saame","Totalt","40-49-vuotiaat",4568
"Kirkkonummi","Suomi ja saame","Totalt","50-64-vuotiaat",6578
"Kirkkonummi","Suomi ja saame","Totalt","65-74-vuotiaat",3210
"Kirkkonummi","Suomi ja saame","Totalt","75-84-vuotiaat",1881
"Kirkkonummi","Suomi ja saame","Totalt","Yli 65-vuotiaat",5532
"Kirkkonummi","Suomi ja saame","Totalt","Yli 75-vuotiaat",2322
"Kirkkonummi","Suomi ja saame","Totalt","Yli 85-vuotiaat",441
"Kirkkonummi","Suomi ja saame","Män","Väestö yhteensä",14842
"Kirkkonummi","Suomi ja saame","Män","0-6-vuotiaat",984
"Kirkkonummi","Suomi ja saame","Män","7-12-vuotiaat",1160
"Kirkkonummi","Suomi ja saame","Män","13-15-vuotiaat",666
"Kirkkonummi","Suomi ja saame","Män","16-18-vuotiaat",686
"Kirkkonummi","Suomi ja saame","Män","19-vuotiaat",198
"Kirkkonummi","Suomi ja saame","Män","20-29-vuotiaat",1347
"Kirkkonummi","Suomi ja saame","Män","30-39-vuotiaat",1848
"Kirkkonummi","Suomi ja saame","Män","40-49-vuotiaat",2231
"Kirkkonummi","Suomi ja saame","Män","50-64-vuotiaat",3264
"Kirkkonummi","Suomi ja saame","Män","65-74-vuotiaat",1474
"Kirkkonummi","Suomi ja saame","Män","75-84-vuotiaat",817
"Kirkkonummi","Suomi ja saame","Män","Yli 65-vuotiaat",2458
"Kirkkonummi","Suomi ja saame","Män","Yli 75-vuotiaat",984
"Kirkkonummi","Suomi ja saame","Män","Yli 85-vuotiaat",167
"Kirkkonummi","Suomi ja saame","Kvinnor","Väestö yhteensä",15302
"Kirkkonummi","Suomi ja saame","Kvinnor","0-6-vuotiaat",1041
"Kirkkonummi","Suomi ja saame","Kvinnor","7-12-vuotiaat",1096
"Kirkkonummi","Suomi ja saame","Kvinnor","13-15-vuotiaat",672
"Kirkkonummi","Suomi ja saame","Kvinnor","16-18-vuotiaat",661
"Kirkkonummi","Suomi ja saame","Kvinnor","19-vuotiaat",173
"Kirkkonummi","Suomi ja saame","Kvinnor","20-29-vuotiaat",1094
"Kirkkonummi","Suomi ja saame","Kvinnor","30-39-vuotiaat",1840
"Kirkkonummi","Suomi ja saame","Kvinnor","40-49-vuotiaat",2337
"Kirkkonummi","Suomi ja saame","Kvinnor","50-64-vuotiaat",3314
"Kirkkonummi","Suomi ja saame","Kvinnor","65-74-vuotiaat",1736
"Kirkkonummi","Suomi ja saame","Kvinnor","75-84-vuotiaat",1064
"Kirkkonummi","Suomi ja saame","Kvinnor","Yli 65-vuotiaat",3074
"Kirkkonummi","Suomi ja saame","Kvinnor","Yli 75-vuotiaat",1338
"Kirkkonummi","Suomi ja saame","Kvinnor","Yli 85-vuotiaat",274
"Kirkkonummi","Ruotsi","Totalt","Väestö yhteensä",6099
"Kirkkonummi","Ruotsi","Totalt","0-6-vuotiaat",426
"Kirkkonummi","Ruotsi","Totalt","7-12-vuotiaat",475
"Kirkkonummi","Ruotsi","Totalt","13-15-vuotiaat",272
"Kirkkonummi","Ruotsi","Totalt","16-18-vuotiaat",285
"Kirkkonummi","Ruotsi","Totalt","19-vuotiaat",72
"Kirkkonummi","Ruotsi","Totalt","20-29-vuotiaat",434
"Kirkkonummi","Ruotsi","Totalt","30-39-vuotiaat",598
"Kirkkonummi","Ruotsi","Totalt","40-49-vuotiaat",674
"Kirkkonummi","Ruotsi","Totalt","50-64-vuotiaat",1246
"Kirkkonummi","Ruotsi","Totalt","65-74-vuotiaat",761
"Kirkkonummi","Ruotsi","Totalt","75-84-vuotiaat",653
"Kirkkonummi","Ruotsi","Totalt","Yli 65-vuotiaat",1617
"Kirkkonummi","Ruotsi","Totalt","Yli 75-vuotiaat",856
"Kirkkonummi","Ruotsi","Totalt","Yli 85-vuotiaat",203
"Kirkkonummi","Ruotsi","Män","Väestö yhteensä",3053
"Kirkkonummi","Ruotsi","Män","0-6-vuotiaat",199
"Kirkkonummi","Ruotsi","Män","7-12-vuotiaat",248
"Kirkkonummi","Ruotsi","Män","13-15-vuotiaat",134
"Kirkkonummi","Ruotsi","Män","16-18-vuotiaat",135
"Kirkkonummi","Ruotsi","Män","19-vuotiaat",38
"Kirkkonummi","Ruotsi","Män","20-29-vuotiaat",233
"Kirkkonummi","Ruotsi","Män","30-39-vuotiaat",312
"Kirkkonummi","Ruotsi","Män","40-49-vuotiaat",339
"Kirkkonummi","Ruotsi","Män","50-64-vuotiaat",633
"Kirkkonummi","Ruotsi","Män","65-74-vuotiaat",390
"Kirkkonummi","Ruotsi","Män","75-84-vuotiaat",305
"Kirkkonummi","Ruotsi","Män","Yli 65-vuotiaat",782
"Kirkkonummi","Ruotsi","Män","Yli 75-vuotiaat",392
"Kirkkonummi","Ruotsi","Män","Yli 85-vuotiaat",87
"Kirkkonummi","Ruotsi","Kvinnor","Väestö yhteensä",3046
"Kirkkonummi","Ruotsi","Kvinnor","0-6-vuotiaat",227
"Kirkkonummi","Ruotsi","Kvinnor","7-12-vuotiaat",227
"Kirkkonummi","Ruotsi","Kvinnor","13-15-vuotiaat",138
"Kirkkonummi","Ruotsi","Kvinnor","16-18-vuotiaat",150
"Kirkkonummi","Ruotsi","Kvinnor","19-vuotiaat",34
"Kirkkonummi","Ruotsi","Kvinnor","20-29-vuotiaat",201
"Kirkkonummi","Ruotsi","Kvinnor","30-39-vuotiaat",286
"Kirkkonummi","Ruotsi","Kvinnor","40-49-vuotiaat",335
"Kirkkonummi","Ruotsi","Kvinnor","50-64-vuotiaat",613
"Kirkkonummi","Ruotsi","Kvinnor","65-74-vuotiaat",371
"Kirkkonummi","Ruotsi","Kvinnor","75-84-vuotiaat",348
"Kirkkonummi","Ruotsi","Kvinnor","Yli 65-vuotiaat",835
"Kirkkonummi","Ruotsi","Kvinnor","Yli 75-vuotiaat",464
"Kirkkonummi","Ruotsi","Kvinnor","Yli 85-vuotiaat",116
"Kirkkonummi","FRÄMMANDE SPRÅK TOTALT","Totalt","Väestö yhteensä",4911
"Kirkkonummi","FRÄMMANDE SPRÅK TOTALT","Totalt","0-6-vuotiaat",404
"Kirkkonummi","FRÄMMANDE SPRÅK TOTALT","Totalt","7-12-vuotiaat",422
"Kirkkonummi","FRÄMMANDE SPRÅK TOTALT","Totalt","13-15-vuotiaat",171
"Kirkkonummi","FRÄMMANDE SPRÅK TOTALT","Totalt","16-18-vuotiaat",160
"Kirkkonummi","FRÄMMANDE SPRÅK TOTALT","Totalt","19-vuotiaat",49
"Kirkkonummi","FRÄMMANDE SPRÅK TOTALT","Totalt","20-29-vuotiaat",561
"Kirkkonummi","FRÄMMANDE SPRÅK TOTALT","Totalt","30-39-vuotiaat",1128
"Kirkkonummi","FRÄMMANDE SPRÅK TOTALT","Totalt","40-49-vuotiaat",980
"Kirkkonummi","FRÄMMANDE SPRÅK TOTALT","Totalt","50-64-vuotiaat",797
"Kirkkonummi","FRÄMMANDE SPRÅK TOTALT","Totalt","65-74-vuotiaat",187
"Kirkkonummi","FRÄMMANDE SPRÅK TOTALT","Totalt","75-84-vuotiaat",43
"Kirkkonummi","FRÄMMANDE SPRÅK TOTALT","Totalt","Yli 65-vuotiaat",239
"Kirkkonummi","FRÄMMANDE SPRÅK TOTALT","Totalt","Yli 75-vuotiaat",52
"Kirkkonummi","FRÄMMANDE SPRÅK TOTALT","Totalt","Yli 85-vuotiaat",9
"Kirkkonummi","FRÄMMANDE SPRÅK TOTALT","Män","Väestö yhteensä",2630
"Kirkkonummi","FRÄMMANDE SPRÅK TOTALT","Män","0-6-vuotiaat",194
"Kirkkonummi","FRÄMMANDE SPRÅK TOTALT","Män","7-12-vuotiaat",234
"Kirkkonummi","FRÄMMANDE SPRÅK TOTALT","Män","13-15-vuotiaat",89
"Kirkkonummi","FRÄMMANDE SPRÅK TOTALT","Män","16-18-vuotiaat",84
"Kirkkonummi","FRÄMMANDE SPRÅK TOTALT","Män","19-vuotiaat",21
"Kirkkonummi","FRÄMMANDE SPRÅK TOTALT","Män","20-29-vuotiaat",316
"Kirkkonummi","FRÄMMANDE SPRÅK TOTALT","Män","30-39-vuotiaat",593
"Kirkkonummi","FRÄMMANDE SPRÅK TOTALT","Män","40-49-vuotiaat",543
"Kirkkonummi","FRÄMMANDE SPRÅK TOTALT","Män","50-64-vuotiaat",431
"Kirkkonummi","FRÄMMANDE SPRÅK TOTALT","Män","65-74-vuotiaat",98
"Kirkkonummi","FRÄMMANDE SPRÅK TOTALT","Män","75-84-vuotiaat",25
"Kirkkonummi","FRÄMMANDE SPRÅK TOTALT","Män","Yli 65-vuotiaat",125
"Kirkkonummi","FRÄMMANDE SPRÅK TOTALT","Män","Yli 75-vuotiaat",27
"Kirkkonummi","FRÄMMANDE SPRÅK TOTALT","Män","Yli 85-vuotiaat",2
"Kirkkonummi","FRÄMMANDE SPRÅK TOTALT","Kvinnor","Väestö yhteensä",2281
"Kirkkonummi","FRÄMMANDE SPRÅK TOTALT","Kvinnor","0-6-vuotiaat",210
"Kirkkonummi","FRÄMMANDE SPRÅK TOTALT","Kvinnor","7-12-vuotiaat",188
"Kirkkonummi","FRÄMMANDE SPRÅK TOTALT","Kvinnor","13-15-vuotiaat",82
"Kirkkonummi","FRÄMMANDE SPRÅK TOTALT","Kvinnor","16-18-vuotiaat",76
"Kirkkonummi","FRÄMMANDE SPRÅK TOTALT","Kvinnor","19-vuotiaat",28
"Kirkkonummi","FRÄMMANDE SPRÅK TOTALT","Kvinnor","20-29-vuotiaat",245
"Kirkkonummi","FRÄMMANDE SPRÅK TOTALT","Kvinnor","30-39-vuotiaat",535
"Kirkkonummi","FRÄMMANDE SPRÅK TOTALT","Kvinnor","40-49-vuotiaat",437
"Kirkkonummi","FRÄMMANDE SPRÅK TOTALT","Kvinnor","50-64-vuotiaat",366
"Kirkkonummi","FRÄMMANDE SPRÅK TOTALT","Kvinnor","65-74-vuotiaat",89
"Kirkkonummi","FRÄMMANDE SPRÅK TOTALT","Kvinnor","75-84-vuotiaat",18
"Kirkkonummi","FRÄMMANDE SPRÅK TOTALT","Kvinnor","Yli 65-vuotiaat",114
"Kirkkonummi","FRÄMMANDE SPRÅK TOTALT","Kvinnor","Yli 75-vuotiaat",25
"Kirkkonummi","FRÄMMANDE SPRÅK TOTALT","Kvinnor","Yli 85-vuotiaat",7
"Lapinjärvi","Totalt","Totalt","Väestö yhteensä",2449
"Lapinjärvi","Totalt","Totalt","0-6-vuotiaat",127
"Lapinjärvi","Totalt","Totalt","7-12-vuotiaat",142
"Lapinjärvi","Totalt","Totalt","13-15-vuotiaat",82
"Lapinjärvi","Totalt","Totalt","16-18-vuotiaat",66
"Lapinjärvi","Totalt","Totalt","19-vuotiaat",33
"Lapinjärvi","Totalt","Totalt","20-29-vuotiaat",154
"Lapinjärvi","Totalt","Totalt","30-39-vuotiaat",247
"Lapinjärvi","Totalt","Totalt","40-49-vuotiaat",295
"Lapinjärvi","Totalt","Totalt","50-64-vuotiaat",540
"Lapinjärvi","Totalt","Totalt","65-74-vuotiaat",375
"Lapinjärvi","Totalt","Totalt","75-84-vuotiaat",281
"Lapinjärvi","Totalt","Totalt","Yli 65-vuotiaat",763
"Lapinjärvi","Totalt","Totalt","Yli 75-vuotiaat",388
"Lapinjärvi","Totalt","Totalt","Yli 85-vuotiaat",107
"Lapinjärvi","Totalt","Män","Väestö yhteensä",1239
"Lapinjärvi","Totalt","Män","0-6-vuotiaat",59
"Lapinjärvi","Totalt","Män","7-12-vuotiaat",70
"Lapinjärvi","Totalt","Män","13-15-vuotiaat",38
"Lapinjärvi","Totalt","Män","16-18-vuotiaat",33
"Lapinjärvi","Totalt","Män","19-vuotiaat",26
"Lapinjärvi","Totalt","Män","20-29-vuotiaat",86
"Lapinjärvi","Totalt","Män","30-39-vuotiaat",125
"Lapinjärvi","Totalt","Män","40-49-vuotiaat",152
"Lapinjärvi","Totalt","Män","50-64-vuotiaat",284
"Lapinjärvi","Totalt","Män","65-74-vuotiaat",187
"Lapinjärvi","Totalt","Män","75-84-vuotiaat",139
"Lapinjärvi","Totalt","Män","Yli 65-vuotiaat",366
"Lapinjärvi","Totalt","Män","Yli 75-vuotiaat",179
"Lapinjärvi","Totalt","Män","Yli 85-vuotiaat",40
"Lapinjärvi","Totalt","Kvinnor","Väestö yhteensä",1210
"Lapinjärvi","Totalt","Kvinnor","0-6-vuotiaat",68
"Lapinjärvi","Totalt","Kvinnor","7-12-vuotiaat",72
"Lapinjärvi","Totalt","Kvinnor","13-15-vuotiaat",44
"Lapinjärvi","Totalt","Kvinnor","16-18-vuotiaat",33
"Lapinjärvi","Totalt","Kvinnor","19-vuotiaat",7
"Lapinjärvi","Totalt","Kvinnor","20-29-vuotiaat",68
"Lapinjärvi","Totalt","Kvinnor","30-39-vuotiaat",122
"Lapinjärvi","Totalt","Kvinnor","40-49-vuotiaat",143
"Lapinjärvi","Totalt","Kvinnor","50-64-vuotiaat",256
"Lapinjärvi","Totalt","Kvinnor","65-74-vuotiaat",188
"Lapinjärvi","Totalt","Kvinnor","75-84-vuotiaat",142
"Lapinjärvi","Totalt","Kvinnor","Yli 65-vuotiaat",397
"Lapinjärvi","Totalt","Kvinnor","Yli 75-vuotiaat",209
"Lapinjärvi","Totalt","Kvinnor","Yli 85-vuotiaat",67
"Lapinjärvi","Suomi ja saame","Totalt","Väestö yhteensä",1542
"Lapinjärvi","Suomi ja saame","Totalt","0-6-vuotiaat",76
"Lapinjärvi","Suomi ja saame","Totalt","7-12-vuotiaat",85
"Lapinjärvi","Suomi ja saame","Totalt","13-15-vuotiaat",47
"Lapinjärvi","Suomi ja saame","Totalt","16-18-vuotiaat",32
"Lapinjärvi","Suomi ja saame","Totalt","19-vuotiaat",20
"Lapinjärvi","Suomi ja saame","Totalt","20-29-vuotiaat",100
"Lapinjärvi","Suomi ja saame","Totalt","30-39-vuotiaat",148
"Lapinjärvi","Suomi ja saame","Totalt","40-49-vuotiaat",188
"Lapinjärvi","Suomi ja saame","Totalt","50-64-vuotiaat",360
"Lapinjärvi","Suomi ja saame","Totalt","65-74-vuotiaat",247
"Lapinjärvi","Suomi ja saame","Totalt","75-84-vuotiaat",174
"Lapinjärvi","Suomi ja saame","Totalt","Yli 65-vuotiaat",486
"Lapinjärvi","Suomi ja saame","Totalt","Yli 75-vuotiaat",239
"Lapinjärvi","Suomi ja saame","Totalt","Yli 85-vuotiaat",65
"Lapinjärvi","Suomi ja saame","Män","Väestö yhteensä",756
"Lapinjärvi","Suomi ja saame","Män","0-6-vuotiaat",33
"Lapinjärvi","Suomi ja saame","Män","7-12-vuotiaat",42
"Lapinjärvi","Suomi ja saame","Män","13-15-vuotiaat",27
"Lapinjärvi","Suomi ja saame","Män","16-18-vuotiaat",19
"Lapinjärvi","Suomi ja saame","Män","19-vuotiaat",13
"Lapinjärvi","Suomi ja saame","Män","20-29-vuotiaat",55
"Lapinjärvi","Suomi ja saame","Män","30-39-vuotiaat",74
"Lapinjärvi","Suomi ja saame","Män","40-49-vuotiaat",95
"Lapinjärvi","Suomi ja saame","Män","50-64-vuotiaat",175
"Lapinjärvi","Suomi ja saame","Män","65-74-vuotiaat",117
"Lapinjärvi","Suomi ja saame","Män","75-84-vuotiaat",82
"Lapinjärvi","Suomi ja saame","Män","Yli 65-vuotiaat",223
"Lapinjärvi","Suomi ja saame","Män","Yli 75-vuotiaat",106
"Lapinjärvi","Suomi ja saame","Män","Yli 85-vuotiaat",24
"Lapinjärvi","Suomi ja saame","Kvinnor","Väestö yhteensä",786
